name,label,width,height
C132P93ThinF_IMG_20151004_152257_cell_119,Parasitized,142,118
C132P93ThinF_IMG_20151004_152257_cell_120,Parasitized,136,124
C132P93ThinF_IMG_20151004_152257_cell_121,Parasitized,157,115
C132P93ThinF_IMG_20151004_152257_cell_122,Parasitized,118,136
C132P93ThinF_IMG_20151004_152257_cell_123,Parasitized,124,118
C132P93ThinF_IMG_20151004_152257_cell_124,Parasitized,127,124
C132P93ThinF_IMG_20151004_152257_cell_125,Parasitized,106,142
C132P93ThinF_IMG_20151004_152257_cell_126,Parasitized,127,124
C132P93ThinF_IMG_20151004_152257_cell_127,Parasitized,109,109
C132P93ThinF_IMG_20151004_152257_cell_128,Parasitized,100,112
C132P93ThinF_IMG_20151004_152257_cell_129,Parasitized,133,151
C132P93ThinF_IMG_20151004_152257_cell_130,Parasitized,133,142
C132P93ThinF_IMG_20151004_152257_cell_131,Parasitized,136,145
C132P93ThinF_IMG_20151004_152257_cell_132,Parasitized,133,109
C132P93ThinF_IMG_20151004_152257_cell_133,Parasitized,115,121
C132P93ThinF_IMG_20151004_152257_cell_134,Parasitized,121,133
C132P93ThinF_IMG_20151004_152257_cell_135,Parasitized,97,109
C132P93ThinF_IMG_20151004_152257_cell_136,Parasitized,115,112
C132P93ThinF_IMG_20151004_152257_cell_137,Parasitized,94,139
C132P93ThinF_IMG_20151004_152257_cell_138,Parasitized,169,121
C132P93ThinF_IMG_20151004_152257_cell_139,Parasitized,112,121
C132P93ThinF_IMG_20151004_152257_cell_140,Parasitized,124,106
C132P93ThinF_IMG_20151004_152257_cell_141,Parasitized,121,124
C132P93ThinF_IMG_20151004_152257_cell_142,Parasitized,124,133
C132P93ThinF_IMG_20151004_152257_cell_143,Parasitized,148,103
C132P93ThinF_IMG_20151004_152257_cell_144,Parasitized,133,124
C132P93ThinF_IMG_20151004_152257_cell_145,Parasitized,121,118
C132P93ThinF_IMG_20151004_152257_cell_146,Parasitized,121,142
C132P93ThinF_IMG_20151004_152257_cell_147,Parasitized,115,127
C132P93ThinF_IMG_20151004_152257_cell_148,Parasitized,133,148
C132P93ThinF_IMG_20151004_152257_cell_149,Parasitized,118,130
C132P93ThinF_IMG_20151004_152257_cell_150,Parasitized,133,127
C132P93ThinF_IMG_20151004_152257_cell_151,Parasitized,130,118
C132P93ThinF_IMG_20151004_152257_cell_152,Parasitized,142,121
C132P93ThinF_IMG_20151004_152257_cell_153,Parasitized,109,115
C132P93ThinF_IMG_20151004_152257_cell_154,Parasitized,100,115
C132P93ThinF_IMG_20151004_152257_cell_155,Parasitized,133,124
C132P93ThinF_IMG_20151004_152257_cell_156,Parasitized,139,127
C132P93ThinF_IMG_20151004_152257_cell_157,Parasitized,130,154
C132P93ThinF_IMG_20151004_152257_cell_158,Parasitized,136,136
C132P93ThinF_IMG_20151004_152353_cell_135,Parasitized,145,118
C132P93ThinF_IMG_20151004_152353_cell_136,Parasitized,142,112
C132P93ThinF_IMG_20151004_152353_cell_137,Parasitized,106,127
C132P93ThinF_IMG_20151004_152353_cell_138,Parasitized,118,133
C132P93ThinF_IMG_20151004_152353_cell_139,Parasitized,121,127
C132P93ThinF_IMG_20151004_152353_cell_140,Parasitized,133,124
C132P93ThinF_IMG_20151004_152353_cell_141,Parasitized,133,121
C132P93ThinF_IMG_20151004_152353_cell_142,Parasitized,118,106
C132P93ThinF_IMG_20151004_152353_cell_143,Parasitized,112,106
C132P93ThinF_IMG_20151004_152353_cell_144,Parasitized,103,121
C132P93ThinF_IMG_20151004_152353_cell_145,Parasitized,121,118
C132P93ThinF_IMG_20151004_152353_cell_146,Parasitized,133,124
C132P93ThinF_IMG_20151004_152353_cell_147,Parasitized,121,112
C132P93ThinF_IMG_20151004_152353_cell_148,Parasitized,97,100
C132P93ThinF_IMG_20151004_152353_cell_149,Parasitized,112,109
C132P93ThinF_IMG_20151004_152353_cell_150,Parasitized,121,151
C132P93ThinF_IMG_20151004_152353_cell_151,Parasitized,133,130
C132P93ThinF_IMG_20151004_152353_cell_152,Parasitized,124,136
C132P93ThinF_IMG_20151004_152353_cell_153,Parasitized,121,115
C132P93ThinF_IMG_20151004_152353_cell_154,Parasitized,136,124
C132P93ThinF_IMG_20151004_152353_cell_155,Parasitized,142,118
C132P93ThinF_IMG_20151004_152353_cell_156,Parasitized,142,154
C132P93ThinF_IMG_20151004_152353_cell_157,Parasitized,109,115
C132P93ThinF_IMG_20151004_152353_cell_158,Parasitized,103,124
C132P93ThinF_IMG_20151004_152353_cell_159,Parasitized,103,115
C132P93ThinF_IMG_20151004_152353_cell_160,Parasitized,115,127
C132P93ThinF_IMG_20151004_152353_cell_161,Parasitized,112,142
C132P93ThinF_IMG_20151004_152353_cell_162,Parasitized,115,121
C132P93ThinF_IMG_20151004_152353_cell_163,Parasitized,130,121
C132P93ThinF_IMG_20151004_152353_cell_164,Parasitized,139,151
C132P93ThinF_IMG_20151004_152353_cell_165,Parasitized,130,124
C132P93ThinF_IMG_20151004_152353_cell_166,Parasitized,130,127
C132P93ThinF_IMG_20151004_152353_cell_167,Parasitized,127,103
C132P93ThinF_IMG_20151004_152353_cell_168,Parasitized,106,118
C132P93ThinF_IMG_20151004_152353_cell_169,Parasitized,130,109
C132P93ThinF_IMG_20151004_152353_cell_170,Parasitized,103,97
C132P93ThinF_IMG_20151004_152353_cell_171,Parasitized,154,136
C132P93ThinF_IMG_20151004_152353_cell_172,Parasitized,130,130
C132P93ThinF_IMG_20151004_152353_cell_173,Parasitized,133,118
C132P93ThinF_IMG_20151004_152353_cell_174,Parasitized,127,130
C132P93ThinF_IMG_20151004_152353_cell_175,Parasitized,127,142
C132P93ThinF_IMG_20151004_152353_cell_176,Parasitized,100,145
C132P93ThinF_IMG_20151004_152353_cell_177,Parasitized,148,130
C132P93ThinF_IMG_20151004_152353_cell_178,Parasitized,148,121
C132P93ThinF_IMG_20151004_152353_cell_179,Parasitized,118,115
C132P93ThinF_IMG_20151004_152353_cell_180,Parasitized,142,136
C132P93ThinF_IMG_20151004_152353_cell_181,Parasitized,124,130
C132P93ThinF_IMG_20151004_152353_cell_182,Parasitized,121,118
C132P93ThinF_IMG_20151004_152353_cell_183,Parasitized,112,115
C132P93ThinF_IMG_20151004_152353_cell_184,Parasitized,130,112
C132P93ThinF_IMG_20151004_152505_cell_113,Parasitized,136,133
C132P93ThinF_IMG_20151004_152505_cell_114,Parasitized,130,130
C132P93ThinF_IMG_20151004_152505_cell_115,Parasitized,124,118
C132P93ThinF_IMG_20151004_152505_cell_116,Parasitized,127,142
C132P93ThinF_IMG_20151004_152505_cell_117,Parasitized,139,115
C132P93ThinF_IMG_20151004_152505_cell_118,Parasitized,142,151
C132P93ThinF_IMG_20151004_152505_cell_119,Parasitized,109,127
C132P93ThinF_IMG_20151004_152505_cell_120,Parasitized,145,121
C132P93ThinF_IMG_20151004_152505_cell_121,Parasitized,166,106
C132P93ThinF_IMG_20151004_152505_cell_122,Parasitized,121,148
C132P93ThinF_IMG_20151004_152505_cell_123,Parasitized,124,142
C132P93ThinF_IMG_20151004_152505_cell_124,Parasitized,142,130
C132P93ThinF_IMG_20151004_152505_cell_125,Parasitized,118,100
C132P93ThinF_IMG_20151004_152505_cell_126,Parasitized,133,127
C132P93ThinF_IMG_20151004_152505_cell_127,Parasitized,121,112
C132P93ThinF_IMG_20151004_152505_cell_128,Parasitized,130,130
C132P93ThinF_IMG_20151004_152505_cell_129,Parasitized,124,127
C132P93ThinF_IMG_20151004_152505_cell_130,Parasitized,127,148
C132P93ThinF_IMG_20151004_152505_cell_131,Parasitized,136,109
C132P93ThinF_IMG_20151004_152505_cell_132,Parasitized,145,145
C132P93ThinF_IMG_20151004_152505_cell_133,Parasitized,145,148
C132P93ThinF_IMG_20151004_152505_cell_134,Parasitized,127,115
C132P93ThinF_IMG_20151004_152505_cell_135,Parasitized,193,100
C132P93ThinF_IMG_20151004_152505_cell_136,Parasitized,133,109
C132P93ThinF_IMG_20151004_152505_cell_137,Parasitized,154,115
C132P93ThinF_IMG_20151004_152505_cell_138,Parasitized,133,139
C132P93ThinF_IMG_20151004_152505_cell_139,Parasitized,112,112
C132P93ThinF_IMG_20151004_152505_cell_140,Parasitized,133,127
C132P93ThinF_IMG_20151004_152505_cell_141,Parasitized,130,112
C132P93ThinF_IMG_20151004_152505_cell_142,Parasitized,121,100
C132P93ThinF_IMG_20151004_152505_cell_143,Parasitized,130,106
C132P93ThinF_IMG_20151004_152505_cell_144,Parasitized,112,133
C132P93ThinF_IMG_20151004_152505_cell_145,Parasitized,127,121
C132P93ThinF_IMG_20151004_152505_cell_146,Parasitized,127,127
C132P93ThinF_IMG_20151004_152505_cell_147,Parasitized,136,109
C132P93ThinF_IMG_20151004_152505_cell_148,Parasitized,127,148
C132P93ThinF_IMG_20151004_152505_cell_149,Parasitized,130,118
C132P93ThinF_IMG_20151004_152505_cell_150,Parasitized,130,130
C132P93ThinF_IMG_20151004_152505_cell_151,Parasitized,121,112
C132P93ThinF_IMG_20151004_152505_cell_152,Parasitized,106,124
C132P93ThinF_IMG_20151004_152505_cell_153,Parasitized,124,136
C132P93ThinF_IMG_20151004_152505_cell_154,Parasitized,124,121
C132P93ThinF_IMG_20151004_152505_cell_155,Parasitized,130,121
C132P93ThinF_IMG_20151004_152505_cell_156,Parasitized,127,136
C132P93ThinF_IMG_20151004_152505_cell_157,Parasitized,118,118
C132P93ThinF_IMG_20151004_152505_cell_158,Parasitized,145,121
C132P93ThinF_IMG_20151004_152505_cell_159,Parasitized,127,130
C132P93ThinF_IMG_20151004_152505_cell_160,Parasitized,115,109
C132P93ThinF_IMG_20151004_152642_cell_1,Parasitized,121,127
C132P93ThinF_IMG_20151004_152642_cell_10,Parasitized,133,121
C132P93ThinF_IMG_20151004_152642_cell_11,Parasitized,145,142
C132P93ThinF_IMG_20151004_152642_cell_12,Parasitized,106,118
C132P93ThinF_IMG_20151004_152642_cell_13,Parasitized,118,121
C132P93ThinF_IMG_20151004_152642_cell_14,Parasitized,121,115
C132P93ThinF_IMG_20151004_152642_cell_15,Parasitized,127,118
C132P93ThinF_IMG_20151004_152642_cell_16,Parasitized,127,121
C132P93ThinF_IMG_20151004_152642_cell_17,Parasitized,124,127
C132P93ThinF_IMG_20151004_152642_cell_18,Parasitized,109,133
C132P93ThinF_IMG_20151004_152642_cell_19,Parasitized,127,130
C132P93ThinF_IMG_20151004_152642_cell_2,Parasitized,115,130
C132P93ThinF_IMG_20151004_152642_cell_20,Parasitized,139,136
C132P93ThinF_IMG_20151004_152642_cell_21,Parasitized,130,130
C132P93ThinF_IMG_20151004_152642_cell_22,Parasitized,151,136
C132P93ThinF_IMG_20151004_152642_cell_23,Parasitized,118,121
C132P93ThinF_IMG_20151004_152642_cell_24,Parasitized,139,118
C132P93ThinF_IMG_20151004_152642_cell_25,Parasitized,109,130
C132P93ThinF_IMG_20151004_152642_cell_26,Parasitized,109,115
C132P93ThinF_IMG_20151004_152642_cell_27,Parasitized,106,121
C132P93ThinF_IMG_20151004_152642_cell_28,Parasitized,121,124
C132P93ThinF_IMG_20151004_152642_cell_29,Parasitized,115,136
C132P93ThinF_IMG_20151004_152642_cell_3,Parasitized,103,118
C132P93ThinF_IMG_20151004_152642_cell_30,Parasitized,133,118
C132P93ThinF_IMG_20151004_152642_cell_31,Parasitized,145,133
C132P93ThinF_IMG_20151004_152642_cell_32,Parasitized,136,124
C132P93ThinF_IMG_20151004_152642_cell_33,Parasitized,130,133
C132P93ThinF_IMG_20151004_152642_cell_34,Parasitized,142,136
C132P93ThinF_IMG_20151004_152642_cell_35,Parasitized,142,127
C132P93ThinF_IMG_20151004_152642_cell_36,Parasitized,130,139
C132P93ThinF_IMG_20151004_152642_cell_37,Parasitized,130,124
C132P93ThinF_IMG_20151004_152642_cell_38,Parasitized,139,142
C132P93ThinF_IMG_20151004_152642_cell_39,Parasitized,130,133
C132P93ThinF_IMG_20151004_152642_cell_4,Parasitized,109,133
C132P93ThinF_IMG_20151004_152642_cell_40,Parasitized,130,121
C132P93ThinF_IMG_20151004_152642_cell_41,Parasitized,103,121
C132P93ThinF_IMG_20151004_152642_cell_42,Parasitized,175,142
C132P93ThinF_IMG_20151004_152642_cell_43,Parasitized,145,178
C132P93ThinF_IMG_20151004_152642_cell_44,Parasitized,121,118
C132P93ThinF_IMG_20151004_152642_cell_45,Parasitized,136,151
C132P93ThinF_IMG_20151004_152642_cell_46,Parasitized,118,121
C132P93ThinF_IMG_20151004_152642_cell_47,Parasitized,124,139
C132P93ThinF_IMG_20151004_152642_cell_48,Parasitized,139,133
C132P93ThinF_IMG_20151004_152642_cell_49,Parasitized,130,124
C132P93ThinF_IMG_20151004_152642_cell_5,Parasitized,121,121
C132P93ThinF_IMG_20151004_152642_cell_50,Parasitized,178,130
C132P93ThinF_IMG_20151004_152642_cell_51,Parasitized,136,118
C132P93ThinF_IMG_20151004_152642_cell_52,Parasitized,130,145
C132P93ThinF_IMG_20151004_152642_cell_53,Parasitized,112,124
C132P93ThinF_IMG_20151004_152642_cell_54,Parasitized,124,130
C132P93ThinF_IMG_20151004_152642_cell_6,Parasitized,109,106
C132P93ThinF_IMG_20151004_152642_cell_7,Parasitized,124,121
C132P93ThinF_IMG_20151004_152642_cell_8,Parasitized,148,127
C132P93ThinF_IMG_20151004_152642_cell_9,Parasitized,133,124
C132P93ThinF_IMG_20151004_152808_cell_1,Parasitized,127,124
C132P93ThinF_IMG_20151004_152808_cell_10,Parasitized,133,121
C132P93ThinF_IMG_20151004_152808_cell_11,Parasitized,166,133
C132P93ThinF_IMG_20151004_152808_cell_12,Parasitized,127,112
C132P93ThinF_IMG_20151004_152808_cell_13,Parasitized,124,130
C132P93ThinF_IMG_20151004_152808_cell_14,Parasitized,115,112
C132P93ThinF_IMG_20151004_152808_cell_15,Parasitized,136,136
C132P93ThinF_IMG_20151004_152808_cell_16,Parasitized,130,124
C132P93ThinF_IMG_20151004_152808_cell_17,Parasitized,142,121
C132P93ThinF_IMG_20151004_152808_cell_18,Parasitized,142,115
C132P93ThinF_IMG_20151004_152808_cell_19,Parasitized,118,136
C132P93ThinF_IMG_20151004_152808_cell_2,Parasitized,130,103
C132P93ThinF_IMG_20151004_152808_cell_20,Parasitized,124,130
C132P93ThinF_IMG_20151004_152808_cell_21,Parasitized,133,142
C132P93ThinF_IMG_20151004_152808_cell_22,Parasitized,118,139
C132P93ThinF_IMG_20151004_152808_cell_23,Parasitized,115,142
C132P93ThinF_IMG_20151004_152808_cell_24,Parasitized,130,130
C132P93ThinF_IMG_20151004_152808_cell_25,Parasitized,127,130
C132P93ThinF_IMG_20151004_152808_cell_26,Parasitized,124,118
C132P93ThinF_IMG_20151004_152808_cell_27,Parasitized,127,130
C132P93ThinF_IMG_20151004_152808_cell_28,Parasitized,127,124
C132P93ThinF_IMG_20151004_152808_cell_29,Parasitized,118,124
C132P93ThinF_IMG_20151004_152808_cell_3,Parasitized,121,118
C132P93ThinF_IMG_20151004_152808_cell_30,Parasitized,103,130
C132P93ThinF_IMG_20151004_152808_cell_31,Parasitized,118,133
C132P93ThinF_IMG_20151004_152808_cell_32,Parasitized,130,130
C132P93ThinF_IMG_20151004_152808_cell_33,Parasitized,118,142
C132P93ThinF_IMG_20151004_152808_cell_34,Parasitized,109,109
C132P93ThinF_IMG_20151004_152808_cell_35,Parasitized,130,121
C132P93ThinF_IMG_20151004_152808_cell_36,Parasitized,139,142
C132P93ThinF_IMG_20151004_152808_cell_37,Parasitized,133,142
C132P93ThinF_IMG_20151004_152808_cell_38,Parasitized,139,121
C132P93ThinF_IMG_20151004_152808_cell_39,Parasitized,124,121
C132P93ThinF_IMG_20151004_152808_cell_4,Parasitized,124,121
C132P93ThinF_IMG_20151004_152808_cell_40,Parasitized,124,100
C132P93ThinF_IMG_20151004_152808_cell_41,Parasitized,151,109
C132P93ThinF_IMG_20151004_152808_cell_42,Parasitized,133,130
C132P93ThinF_IMG_20151004_152808_cell_43,Parasitized,109,100
C132P93ThinF_IMG_20151004_152808_cell_44,Parasitized,109,118
C132P93ThinF_IMG_20151004_152808_cell_45,Parasitized,115,121
C132P93ThinF_IMG_20151004_152808_cell_46,Parasitized,121,148
C132P93ThinF_IMG_20151004_152808_cell_47,Parasitized,109,130
C132P93ThinF_IMG_20151004_152808_cell_48,Parasitized,121,136
C132P93ThinF_IMG_20151004_152808_cell_49,Parasitized,130,133
C132P93ThinF_IMG_20151004_152808_cell_5,Parasitized,121,133
C132P93ThinF_IMG_20151004_152808_cell_50,Parasitized,136,127
C132P93ThinF_IMG_20151004_152808_cell_51,Parasitized,136,127
C132P93ThinF_IMG_20151004_152808_cell_52,Parasitized,145,124
C132P93ThinF_IMG_20151004_152808_cell_53,Parasitized,112,127
C132P93ThinF_IMG_20151004_152808_cell_54,Parasitized,130,145
C132P93ThinF_IMG_20151004_152808_cell_55,Parasitized,121,109
C132P93ThinF_IMG_20151004_152808_cell_56,Parasitized,151,136
C132P93ThinF_IMG_20151004_152808_cell_57,Parasitized,130,151
C132P93ThinF_IMG_20151004_152808_cell_58,Parasitized,109,121
C132P93ThinF_IMG_20151004_152808_cell_6,Parasitized,130,142
C132P93ThinF_IMG_20151004_152808_cell_7,Parasitized,112,109
C132P93ThinF_IMG_20151004_152808_cell_8,Parasitized,118,124
C132P93ThinF_IMG_20151004_152808_cell_9,Parasitized,130,139
C132P93ThinF_IMG_20151004_153030_cell_1,Parasitized,100,85
C132P93ThinF_IMG_20151004_153030_cell_10,Parasitized,130,148
C132P93ThinF_IMG_20151004_153030_cell_11,Parasitized,109,136
C132P93ThinF_IMG_20151004_153030_cell_12,Parasitized,127,145
C132P93ThinF_IMG_20151004_153030_cell_13,Parasitized,130,133
C132P93ThinF_IMG_20151004_153030_cell_14,Parasitized,124,133
C132P93ThinF_IMG_20151004_153030_cell_15,Parasitized,127,124
C132P93ThinF_IMG_20151004_153030_cell_16,Parasitized,130,115
C132P93ThinF_IMG_20151004_153030_cell_17,Parasitized,115,118
C132P93ThinF_IMG_20151004_153030_cell_18,Parasitized,133,121
C132P93ThinF_IMG_20151004_153030_cell_19,Parasitized,124,124
C132P93ThinF_IMG_20151004_153030_cell_2,Parasitized,130,121
C132P93ThinF_IMG_20151004_153030_cell_20,Parasitized,133,121
C132P93ThinF_IMG_20151004_153030_cell_21,Parasitized,127,127
C132P93ThinF_IMG_20151004_153030_cell_22,Parasitized,112,109
C132P93ThinF_IMG_20151004_153030_cell_23,Parasitized,130,145
C132P93ThinF_IMG_20151004_153030_cell_24,Parasitized,121,124
C132P93ThinF_IMG_20151004_153030_cell_25,Parasitized,130,133
C132P93ThinF_IMG_20151004_153030_cell_26,Parasitized,112,112
C132P93ThinF_IMG_20151004_153030_cell_27,Parasitized,124,139
C132P93ThinF_IMG_20151004_153030_cell_28,Parasitized,136,115
C132P93ThinF_IMG_20151004_153030_cell_29,Parasitized,133,124
C132P93ThinF_IMG_20151004_153030_cell_3,Parasitized,148,106
C132P93ThinF_IMG_20151004_153030_cell_30,Parasitized,112,103
C132P93ThinF_IMG_20151004_153030_cell_31,Parasitized,118,115
C132P93ThinF_IMG_20151004_153030_cell_32,Parasitized,133,139
C132P93ThinF_IMG_20151004_153030_cell_33,Parasitized,118,136
C132P93ThinF_IMG_20151004_153030_cell_34,Parasitized,115,127
C132P93ThinF_IMG_20151004_153030_cell_35,Parasitized,118,124
C132P93ThinF_IMG_20151004_153030_cell_36,Parasitized,130,130
C132P93ThinF_IMG_20151004_153030_cell_37,Parasitized,118,115
C132P93ThinF_IMG_20151004_153030_cell_38,Parasitized,121,130
C132P93ThinF_IMG_20151004_153030_cell_39,Parasitized,133,115
C132P93ThinF_IMG_20151004_153030_cell_4,Parasitized,124,127
C132P93ThinF_IMG_20151004_153030_cell_40,Parasitized,115,124
C132P93ThinF_IMG_20151004_153030_cell_41,Parasitized,127,124
C132P93ThinF_IMG_20151004_153030_cell_42,Parasitized,121,160
C132P93ThinF_IMG_20151004_153030_cell_43,Parasitized,115,109
C132P93ThinF_IMG_20151004_153030_cell_44,Parasitized,106,121
C132P93ThinF_IMG_20151004_153030_cell_5,Parasitized,124,121
C132P93ThinF_IMG_20151004_153030_cell_6,Parasitized,133,118
C132P93ThinF_IMG_20151004_153030_cell_7,Parasitized,109,133
C132P93ThinF_IMG_20151004_153030_cell_8,Parasitized,112,142
C132P93ThinF_IMG_20151004_153030_cell_9,Parasitized,118,118
C133P94ThinF_IMG_20151004_153930_cell_100,Parasitized,112,124
C133P94ThinF_IMG_20151004_153930_cell_101,Parasitized,133,145
C133P94ThinF_IMG_20151004_153930_cell_102,Parasitized,124,133
C133P94ThinF_IMG_20151004_153930_cell_103,Parasitized,103,112
C133P94ThinF_IMG_20151004_153930_cell_104,Parasitized,142,151
C133P94ThinF_IMG_20151004_153930_cell_105,Parasitized,127,130
C133P94ThinF_IMG_20151004_153930_cell_106,Parasitized,139,130
C133P94ThinF_IMG_20151004_153930_cell_107,Parasitized,142,142
C133P94ThinF_IMG_20151004_153930_cell_108,Parasitized,130,130
C133P94ThinF_IMG_20151004_153930_cell_109,Parasitized,121,124
C133P94ThinF_IMG_20151004_153930_cell_110,Parasitized,124,124
C133P94ThinF_IMG_20151004_153930_cell_111,Parasitized,97,145
C133P94ThinF_IMG_20151004_153930_cell_112,Parasitized,112,109
C133P94ThinF_IMG_20151004_153930_cell_113,Parasitized,127,145
C133P94ThinF_IMG_20151004_153930_cell_114,Parasitized,124,130
C133P94ThinF_IMG_20151004_153930_cell_99,Parasitized,124,142
C133P94ThinF_IMG_20151004_154158_cell_107,Parasitized,121,136
C133P94ThinF_IMG_20151004_154158_cell_108,Parasitized,121,130
C133P94ThinF_IMG_20151004_154158_cell_109,Parasitized,136,133
C133P94ThinF_IMG_20151004_154158_cell_110,Parasitized,112,121
C133P94ThinF_IMG_20151004_154158_cell_111,Parasitized,115,115
C133P94ThinF_IMG_20151004_154158_cell_112,Parasitized,136,154
C133P94ThinF_IMG_20151004_154158_cell_113,Parasitized,100,112
C133P94ThinF_IMG_20151004_154158_cell_114,Parasitized,130,142
C133P94ThinF_IMG_20151004_154158_cell_115,Parasitized,130,127
C133P94ThinF_IMG_20151004_154158_cell_116,Parasitized,124,136
C133P94ThinF_IMG_20151004_154158_cell_117,Parasitized,112,112
C133P94ThinF_IMG_20151004_154158_cell_118,Parasitized,127,142
C133P94ThinF_IMG_20151004_154158_cell_119,Parasitized,115,136
C133P94ThinF_IMG_20151004_154158_cell_120,Parasitized,136,121
C133P94ThinF_IMG_20151004_154158_cell_121,Parasitized,130,151
C133P94ThinF_IMG_20151004_154158_cell_122,Parasitized,115,130
C133P94ThinF_IMG_20151004_154158_cell_123,Parasitized,91,103
C133P94ThinF_IMG_20151004_154158_cell_124,Parasitized,133,247
C133P94ThinF_IMG_20151004_154158_cell_125,Parasitized,121,121
C133P94ThinF_IMG_20151004_154351_cell_100,Parasitized,103,109
C133P94ThinF_IMG_20151004_154351_cell_101,Parasitized,142,136
C133P94ThinF_IMG_20151004_154351_cell_102,Parasitized,118,124
C133P94ThinF_IMG_20151004_154351_cell_103,Parasitized,115,100
C133P94ThinF_IMG_20151004_154351_cell_104,Parasitized,121,115
C133P94ThinF_IMG_20151004_154351_cell_105,Parasitized,118,127
C133P94ThinF_IMG_20151004_154351_cell_106,Parasitized,130,145
C133P94ThinF_IMG_20151004_154351_cell_107,Parasitized,133,121
C133P94ThinF_IMG_20151004_154351_cell_108,Parasitized,130,139
C133P94ThinF_IMG_20151004_154351_cell_109,Parasitized,115,118
C133P94ThinF_IMG_20151004_154351_cell_110,Parasitized,133,130
C133P94ThinF_IMG_20151004_154351_cell_111,Parasitized,136,130
C133P94ThinF_IMG_20151004_154351_cell_112,Parasitized,121,130
C133P94ThinF_IMG_20151004_154351_cell_113,Parasitized,124,151
C133P94ThinF_IMG_20151004_154351_cell_114,Parasitized,100,100
C133P94ThinF_IMG_20151004_154351_cell_115,Parasitized,127,121
C133P94ThinF_IMG_20151004_154351_cell_116,Parasitized,118,133
C133P94ThinF_IMG_20151004_154351_cell_117,Parasitized,121,112
C133P94ThinF_IMG_20151004_154351_cell_118,Parasitized,157,190
C133P94ThinF_IMG_20151004_154351_cell_119,Parasitized,136,127
C133P94ThinF_IMG_20151004_154351_cell_120,Parasitized,133,127
C133P94ThinF_IMG_20151004_154351_cell_121,Parasitized,142,139
C133P94ThinF_IMG_20151004_154351_cell_122,Parasitized,103,127
C133P94ThinF_IMG_20151004_154351_cell_123,Parasitized,136,124
C133P94ThinF_IMG_20151004_154351_cell_93,Parasitized,133,151
C133P94ThinF_IMG_20151004_154351_cell_94,Parasitized,133,139
C133P94ThinF_IMG_20151004_154351_cell_95,Parasitized,100,136
C133P94ThinF_IMG_20151004_154351_cell_96,Parasitized,121,145
C133P94ThinF_IMG_20151004_154351_cell_97,Parasitized,139,133
C133P94ThinF_IMG_20151004_154351_cell_98,Parasitized,124,118
C133P94ThinF_IMG_20151004_154351_cell_99,Parasitized,118,124
C133P94ThinF_IMG_20151004_154512_cell_118,Parasitized,139,127
C133P94ThinF_IMG_20151004_154512_cell_119,Parasitized,130,133
C133P94ThinF_IMG_20151004_154512_cell_120,Parasitized,148,142
C133P94ThinF_IMG_20151004_154512_cell_121,Parasitized,145,142
C133P94ThinF_IMG_20151004_154512_cell_122,Parasitized,151,148
C133P94ThinF_IMG_20151004_154512_cell_123,Parasitized,145,130
C133P94ThinF_IMG_20151004_154512_cell_124,Parasitized,76,142
C133P94ThinF_IMG_20151004_154512_cell_125,Parasitized,148,139
C133P94ThinF_IMG_20151004_154512_cell_126,Parasitized,91,127
C133P94ThinF_IMG_20151004_154512_cell_127,Parasitized,127,136
C133P94ThinF_IMG_20151004_154512_cell_128,Parasitized,154,157
C133P94ThinF_IMG_20151004_154512_cell_129,Parasitized,145,127
C133P94ThinF_IMG_20151004_154512_cell_130,Parasitized,133,151
C133P94ThinF_IMG_20151004_154512_cell_131,Parasitized,118,121
C133P94ThinF_IMG_20151004_154512_cell_132,Parasitized,112,136
C133P94ThinF_IMG_20151004_154512_cell_133,Parasitized,136,148
C133P94ThinF_IMG_20151004_154512_cell_134,Parasitized,124,130
C133P94ThinF_IMG_20151004_154512_cell_135,Parasitized,139,136
C133P94ThinF_IMG_20151004_154512_cell_136,Parasitized,127,133
C133P94ThinF_IMG_20151004_154512_cell_137,Parasitized,118,112
C133P94ThinF_IMG_20151004_154512_cell_138,Parasitized,130,115
C133P94ThinF_IMG_20151004_154512_cell_139,Parasitized,142,124
C133P94ThinF_IMG_20151004_154512_cell_140,Parasitized,124,139
C133P94ThinF_IMG_20151004_154512_cell_141,Parasitized,160,136
C133P94ThinF_IMG_20151004_154512_cell_142,Parasitized,121,142
C133P94ThinF_IMG_20151004_154512_cell_143,Parasitized,130,142
C133P94ThinF_IMG_20151004_154512_cell_144,Parasitized,130,142
C133P94ThinF_IMG_20151004_154512_cell_145,Parasitized,124,124
C133P94ThinF_IMG_20151004_154717_cell_118,Parasitized,94,88
C133P94ThinF_IMG_20151004_154717_cell_119,Parasitized,121,127
C133P94ThinF_IMG_20151004_154717_cell_120,Parasitized,139,130
C133P94ThinF_IMG_20151004_154717_cell_121,Parasitized,124,118
C133P94ThinF_IMG_20151004_154717_cell_122,Parasitized,130,133
C133P94ThinF_IMG_20151004_154717_cell_123,Parasitized,169,175
C133P94ThinF_IMG_20151004_154717_cell_124,Parasitized,115,106
C133P94ThinF_IMG_20151004_154717_cell_125,Parasitized,130,133
C133P94ThinF_IMG_20151004_154717_cell_126,Parasitized,112,145
C133P94ThinF_IMG_20151004_154717_cell_127,Parasitized,112,133
C133P94ThinF_IMG_20151004_154717_cell_128,Parasitized,124,127
